ds,y
             2008 03 05,0.20421
             2008 03 05,0.04606
             2008 03 05,0.02057
             2008 03 04,0.00094
             2008 03 03,0.01755
             2008 03 04,0.05598
             2008 03 02,0.09191
             2008 03 02,0.00374
             2008 03 01,0.01667
             2008 03 01,0.06594
             2008 03 01,0.09181
             2008 03 01,0.01025
             2008 03 01,0.35837
             2008 03 01,0.01965
             2008 03 01,0.12514
             2008 02 29,0.02187
             2008 02 28,0.0873
             2008 02 28,0.00591
             2008 02 28,0.15785
             2008 02 28,0.04078
             2008 02 28,0.01172
             2008 02 27,0.01
             2008 02 27,0.00576
             2008 02 25,0.00071
             2008 02 18,0.00154
             2008 02 13,0.06959
             2008 02 13,0.04625
             2008 02 13,0.04243
             2008 02 12,0.07466
             2008 02 11,0.02727
             2008 02 11,0.06365
             2008 02 11,0.00665
             2008 02 10,0.0267
             2008 02 10,0.0212
             2008 02 08,0.00114
             2008 02 09,0.25844
             2008 02 09,0.00076
             2008 02 09,0.0723
             2008 02 09,0.00044
             2008 02 09,0.02255
             2008 02 09,0.009
             2008 02 09,0.00058
             2008 02 09,0.00198
             2008 02 08,0.02082
             2008 02 08,0.05005
             2008 02 08,0.10637
             2008 02 07,0.06235
             2008 02 07,0.01076
             2008 02 07,0.00232
             2008 02 07,0.02001
             2008 02 07,0.00217
             2008 02 07,0.06548
             2008 02 07,0.17745
             2008 02 06,0.09226
             2008 02 06,0.02093
             2008 02 03,0.01075
             2008 02 03,0.37902
             2008 02 02,0.1136
             2008 02 02,0.0108
             2008 02 02,0.0236
             2008 02 01,0.02139
             2008 02 01,0.12343
             2008 01 30,0.01297
             2008 01 30,0.01125
             2008 01 30,0.16242
             2008 01 30,0.00912
             2008 01 30,0.01283
             2008 01 30,0.00168
             2008 01 19,0.00186
             2008 01 16,0.01024
             2008 01 15,0.02699
             2008 01 15,0.09349
             2008 01 15,0.02117
             2008 01 12,0.03962
             2008 01 12,0.02801
             2008 01 11,0.0089
             2008 01 10,0.06722
             2008 01 10,0.08468
             2008 01 10,0.03148
             2008 01 10,0.0018
             2008 01 08,0.03083
             2008 01 06,0.05061
             2008 01 01,0.10589
             2007 12 31,0.33752
             2007 12 31,0.04648
             2007 12 31,0.01625
             2007 12 31,0.01154
             2007 12 30,0.00064
             2007 12 30,0.1472
             2007 12 30,0.04137
             2007 12 30,0.02971
             2007 12 18,0.028
             2007 12 18,0.00213
             2007 12 17,0.02944
             2007 12 17,0.10747
             2007 12 17,0.00114
             2007 12 16,0.1595
             2007 12 16,0.04126
             2007 12 15,0.02293
             2007 12 14,0.00012
             2007 12 12,0.09005
             2007 12 10,0.006
             2007 12 05,0.02772
             2007 12 05,0.05292
             2007 12 04,0.00103
             2007 12 04,0.01072
             2007 12 05,0.1006
             2007 12 04,0.07761
             2007 12 04,0.00969
             2007 12 03,0.03734
             2007 11 29,0.09302
             2007 11 20,0.28234
             2007 11 20,0.01779
             2007 11 19,0.12057
             2007 11 18,0.10085
             2007 11 18,0.09098
             2007 11 18,0.04007
             2007 11 18,0.00246
             2007 11 18,0.00231
             2007 11 18,0.08601
             2007 11 17,0.04438
             2007 11 16,0.00729
             2007 11 16,0.18801
             2007 11 16,0.01033
             2007 11 15,0.02349
             2007 11 15,0.00089
             2007 11 15,0.15392
             2007 11 15,0.00029
             2007 11 14,0.01814
             2007 11 14,0.00982
             2007 11 14,0.07471
             2007 11 14,0.0036
             2007 11 12,0.00164
             2007 11 12,0.03355
             2007 11 12,0.00051
             2007 11 12,0.07073
             2007 11 11,0.02576
             2007 11 11,0.00102
             2007 11 11,0.00762
             2007 11 09,0.01471
             2007 11 09,0.02335
             2007 11 08,0.03956
             2007 11 07,0.00502
             2007 11 07,0.00975
             2007 11 07,0.03637
             2007 11 06,0.0464
             2007 11 05,0.00979
             2007 11 05,0.05786
             2007 11 05,0.0404
             2007 11 05,0.00646
             2007 11 04,0.01316
             2007 11 03,0.07757
             2007 11 03,0.0272
             2007 11 03,0.01368
             2007 11 03,0.02861
             2007 11 03,0.00664
             2007 11 02,0.00708
             2007 11 02,0.00376
             2007 11 02,0.01623
             2007 11 02,0.0079
             2007 11 02,0.00949
             2007 11 01,0.00868
             2007 10 30,0.13433
             2007 10 31,0.00105
             2007 10 31,0.01199
             2007 10 31,0.03119
             2007 10 21,0.00107
             2007 10 25,0.02054
             2007 10 21,0.00062
             2007 10 21,0.01622
             2007 10 20,0.02363
             2007 10 20,0.00054
             2007 10 20,0.01448
             2007 10 19,0.02577
             2007 10 19,0.14818
             2007 10 17,0.13686
             2007 10 16,0.01928
             2007 10 16,0.06611
             2007 10 15,0.00023
             2007 10 13,0.01039
             2007 10 14,0.04279
             2007 10 13,0.00825
             2007 10 13,0.01156
             2007 10 12,0.16058
             2007 10 12,0.2962
             2007 10 11,0.00775
             2007 10 11,0.00104
             2007 10 11,0.01734
             2007 10 11,0.04678
             2007 10 11,0.01708
             2007 10 11,0.00092
             2007 10 10,0.02798
             2007 10 09,0.00156
             2007 10 09,0.03433
             2007 10 09,0.00133
             2007 10 08,0.19987
             2007 10 08,0.01014
             2007 10 08,0.03187
             2007 10 08,0.0233
             2007 10 08,0.02309
             2007 10 08,0.19056
             2007 10 07,0.05411
             2007 10 05,0.02087
             2007 10 04,0.07257
             2007 09 26,0.01884
             2007 09 22,0.0106
             2007 09 19,0.00185
             2007 09 19,0.00913
             2007 09 18,0.29916
             2007 09 17,0.01031
             2007 09 15,0.02518
             2007 09 15,0.20217
             2007 09 15,0.03319
             2007 09 14,0.0575
             2007 09 14,0.00131
             2007 09 14,0.24884
             2007 09 14,0.02443
             2007 09 13,0.03881
             2007 09 13,0.03462
             2007 09 12,0.04412
             2007 09 12,0.07516
             2007 09 11,0.00141
             2007 09 11,0.09756
             2007 09 10,0.017
             2007 09 10,0.00108
             2007 09 10,0.23659
             2007 09 10,0.08619
             2007 09 09,0.01508
             2007 09 08,0.02135
             2007 09 05,0.00716
             2007 09 04,0.07234
             2007 09 04,0.00006
             2007 09 04,0.01463
             2007 09 03,0.003
             2007 08 22,0.07793
             2007 08 15,0.01401
             2007 08 14,0.00096
             2007 08 13,0.0113
             2007 08 12,0.13425
             2007 08 12,0.03617
             2007 08 07,0.00097
             2007 07 18,0.128
             2007 07 11,0.10348
             2007 06 24,0.16516
             2007 06 20,0.00709
             2007 06 21,0.08774
             2007 06 19,0.01541
             2007 06 18,0.01196
             2007 06 17,0.10426
             2007 06 15,0.01756
             2007 06 15,0.00695
             2007 06 11,0.28729
             2007 06 09,0.00579
             2007 06 07,0.00364
             2007 06 06,0.10538
             2007 05 26,0.01128
             2007 05 22,0.00632
             2007 05 21,0.00739
             2007 05 16,0.03959
             2007 05 12,0.04054
             2007 05 10,0.24629
             2007 05 09,0.01313
             2007 05 09,0.00128
             2007 05 07,0.0083
             2007 04 24,0.05154
             2007 04 24,0.09097
             2007 04 22,0.0105
             2007 04 22,0.00149
             2007 04 23,0.0011
             2007 04 20,0.01453
             2007 04 20,0.00368
             2007 04 18,0.19116
             2007 04 16,0.11108
             2007 04 18,0.00769
             2007 04 16,0.00331
             2007 04 15,0.07523
             2007 04 15,0.01348
             2007 04 14,0.12915
             2007 04 14,0.23498
             2007 04 14,0.0177
             2007 04 11,0.1153
             2007 04 11,0.12797
             2007 04 11,0.02057
             2007 04 11,0.00965
             2007 04 11,0.00123
             2007 04 07,0.12871
             2007 03 26,0.00187
             2007 03 20,0.01755
             2007 03 20,0.00478
             2007 03 20,0.00153
             2007 03 20,0.00013
             2007 03 20,0.04057
             2007 03 18,0.00513
             2007 03 17,0.03511
             2007 03 16,0.02677
             2007 03 16,0.03536
             2007 03 16,0.02706
             2007 03 15,0.1316
             2007 03 15,0.00273
             2007 03 14,0.00864
             2007 03 15,0.00125
             2007 03 15,0.00013
             2007 03 14,0.02851
             2007 03 12,0.01455
             2007 03 12,0.00226
             2007 03 10,0.00701
             2007 03 10,0.00535
             2007 03 09,0.00085
             2007 03 09,0.00727
             2007 03 10,0.09533
             2007 03 10,0.00398
             2007 03 09,0.35357
             2007 03 10,0.05987
             2007 03 09,0.00126
             2007 03 09,0.00096
             2007 02 26,0.01305
             2007 02 22,0.07463
             2007 02 23,0.0047
             2007 02 23,0.00764
             2007 02 23,0.04608
             2007 02 22,0.1096
             2007 02 21,0.02478
             2007 02 21,0.00052
             2007 02 22,0.01265
             2007 02 17,0.20959
             2007 02 21,0.02132
             2007 02 21,0.05715
             2007 02 21,0.00013
             2007 02 18,0.30612
             2007 02 17,0.15674
             2007 02 17,0.0176
             2007 02 16,0.00407
             2007 02 16,0.02029
             2007 02 15,0.01472
             2007 02 13,0.00084
