ds,y
             2010 12 29,0.01239
             2010 12 29,0.01013
             2010 12 26,0.08611
             2010 12 25,0.0015
             2010 12 16,0.0462
             2010 12 15,0.00136
             2010 12 15,0.00161
             2010 12 14,0.29481
             2010 12 14,0.04781
             2010 12 14,0.01243
             2010 12 13,0.00664
             2010 12 12,0.30945
             2010 12 11,0.00046
             2010 12 11,0.04389
             2010 12 11,0.08356
             2010 12 10,0.00012
             2010 12 10,0.20096
             2010 12 08,0.00782
             2010 12 08,0.05789
             2010 12 08,0.00134
             2010 12 08,0.04388
             2010 12 08,0.00614
             2010 12 07,0.02148
             2010 12 07,0.01177
             2010 12 05,0.01006
             2010 12 05,0.04473
             2010 12 03,0.20083
             2010 12 03,0.03001
             2010 12 04,0.01049
             2010 12 03,0.08411
             2010 12 03,0.05914
             2010 12 02,0.00216
             2010 12 02,0.04743
             2010 12 01,0.00049
             2010 12 02,0.00088
             2010 12 02,0.01242
             2010 12 01,0.00418
             2010 12 01,0.14767
             2010 12 01,0.1013
             2010 12 01,0.08289
             2010 12 01,0.1775
             2010 12 01,0.02645
             2010 12 01,0.00023
             2010 11 30,0.00243
             2010 11 30,0.00053
             2010 11 30,0.00318
             2010 11 29,0.00933
             2010 11 28,0.0066
             2010 11 27,0.07081
             2010 11 27,0.02527
             2010 11 27,0.11253
             2010 11 27,0.17723
             2010 11 27,0.01
             2010 11 26,0.11079
             2010 11 27,0.03227
             2010 11 27,0.04517
             2010 11 27,0.07305
             2010 11 26,0.01015
             2010 11 16,0.00351
             2010 11 16,0.0007
             2010 11 15,0.00059
             2010 11 15,0.0014
             2010 11 15,0.02006
             2010 11 14,0.00158
             2010 11 14,0.00139
             2010 11 14,0.00075
             2010 11 14,0.00779
             2010 11 14,0.02563
             2010 11 13,0.00631
             2010 11 13,0.06745
             2010 11 12,0.04416
             2010 11 11,0.05044
             2010 11 11,0.03977
             2010 11 10,0.00287
             2010 11 10,0.02873
             2010 11 10,0.00396
             2010 11 10,0.11671
             2010 11 10,0.02693
             2010 11 08,0.01519
             2010 11 08,0.22611
             2010 11 06,0.00597
             2010 11 06,0.02132
             2010 11 06,0.02537
             2010 11 06,0.0015
             2010 11 04,0.00445
             2010 11 04,0.05343
             2010 11 04,0.00383
             2010 11 02,0.01197
             2010 11 03,0.00038
             2010 11 03,0.07894
             2010 11 03,0.08733
             2010 11 03,0.04913
             2010 11 02,0.05245
             2010 11 02,0.00063
             2010 11 02,0.04486
             2010 11 02,0.03777
             2010 11 02,0.10292
             2010 11 01,0.03491
             2010 11 01,0.02599
             2010 11 01,0.0446
             2010 11 01,0.17881
             2010 11 01,0.01518
             2010 11 01,0.12823
             2010 10 29,0.00833
             2010 10 31,0.01987
             2010 10 30,0.01263
             2010 10 30,0.16964
             2010 10 29,0.04268
             2010 10 30,0.00344
             2010 10 30,0.0177
             2010 10 29,0.00262
             2010 10 28,0.02197
             2010 10 28,0.11734
             2010 10 27,0.15288
             2010 10 28,0.00452
             2010 10 19,0.01487
             2010 10 17,0.00116
             2010 10 17,0.0371
             2010 10 17,0.00004
             2010 10 17,0.01328
             2010 10 16,0.00941
             2010 10 11,0.02188
             2010 10 14,0.00926
             2010 10 14,0.08741
             2010 10 14,0.00353
             2010 10 13,0.04562
             2010 10 13,0.01156
             2010 10 01,0.02727
             2010 10 11,0.00406
             2010 10 13,0.00536
             2010 10 13,0.00132
             2010 10 11,0.05701
             2010 10 12,0.0711
             2010 10 11,0.10422
             2010 10 11,0.0009
             2010 10 11,0.00661
             2010 10 10,0.03959
             2010 10 09,0.0481
             2010 10 09,0.01088
             2010 10 09,0.00016
             2010 10 09,0.01075
             2010 10 08,0.08314
             2010 10 08,0.00279
             2010 10 07,0.09793
             2010 10 07,0.00022
             2010 10 03,0.09066
             2010 10 02,0.0096
             2010 10 02,0.00555
             2010 10 01,0.06353
             2010 10 01,0.00517
             2010 09 17,0.00104
             2010 09 16,0.02335
             2010 09 30,0.20176
             2010 09 30,0.05095
             2010 09 30,0.0349
             2010 09 29,0.10364
             2010 09 28,0.00182
             2010 09 27,0.10742
             2010 09 18,0.02539
             2010 09 18,0.00063
             2010 09 16,0.03946
             2010 09 17,0.00305
             2010 09 16,0.00738
             2010 09 16,0.02186
             2010 09 14,0.01069
             2010 09 15,0.02611
             2010 09 13,0.00301
             2010 09 10,0.16111
             2010 09 12,0.00441
             2010 09 11,0.00519
             2010 09 11,0.05076
             2010 09 11,0.00192
             2010 09 10,0.08696
             2010 09 10,0.00011
             2010 09 10,0.01989
             2010 09 06,0.00778
             2010 09 05,0.34052
             2010 09 05,0.10126
             2010 09 05,0.0477
             2010 09 05,0.00059
             2010 09 02,0.00129
             2010 09 03,0.00564
             2010 09 03,0.02273
             2010 09 03,0.08533
             2010 09 02,0.01372
             2010 09 02,0.01598
             2010 09 02,0.00685
             2010 09 01,0.02514
             2010 09 01,0.2623
             2010 08 31,0.00159
             2010 08 25,0.05488
             2010 08 20,0.22837
             2010 08 15,0.2453
             2010 08 03,0.14741
             2010 08 05,0.01563
             2010 08 01,0.09725
             2010 08 05,0.0587
             2010 08 05,0.00343
             2010 08 02,0.08431
             2010 07 31,0.06641
             2010 07 30,0.04498
             2010 07 22,0.09111
             2010 07 28,0.13206
             2010 07 17,0.17654
             2010 07 21,0.18237
             2010 07 18,0.0026
             2010 07 17,0.07462
             2010 07 10,0.10155
             2010 07 06,0.3272
             2010 07 07,0.01071
             2010 07 06,0.00129
             2010 07 05,0.02413
             2010 07 03,0.00564
             2010 07 04,0.00279
             2010 07 01,0.04597
             2010 07 01,0.10001
             2010 06 25,0.08152
             2010 06 23,0.2209
             2010 06 23,0.19402
             2010 06 30,0.00038
             2010 06 23,0.06188
             2010 06 23,0.01675
             2010 06 19,0.20021
             2010 06 19,0.16958
             2010 06 19,0.03616
             2010 06 16,0.3632
             2010 06 14,0.14701
             2010 06 15,0.12556
             2010 06 13,0.1393
             2010 06 15,0.12161
             2010 06 12,0.13936
             2010 06 12,0.02587
             2010 06 11,0.0255
             2010 06 14,0.01764
             2010 06 12,0.01376
             2010 06 11,0.09757
             2010 06 08,0.05099
             2010 06 09,0.00783
             2010 06 02,0.31305
             2010 06 02,0.05503
             2010 05 31,0.70542
             2010 05 26,0.04965
             2010 05 23,0.00066
             2010 05 21,0.21403
             2010 05 20,0.00204
             2010 05 20,0.02053
             2010 05 20,0.06062
             2010 05 20,0.00111
             2010 05 19,0.007
             2010 05 19,0.09622
             2010 05 17,0.00127
             2010 05 16,0.01438
             2010 05 14,0.11199
             2010 05 15,0.00101
             2010 05 14,0.35934
             2010 05 14,0.05217
             2010 05 14,0.14773
             2010 05 14,0.00676
             2010 05 11,0.22287
             2010 05 11,0.20961
             2010 05 11,0.05406
             2010 05 13,0.02078
             2010 05 11,0.04662
             2010 05 11,0.031
             2010 05 10,0.24317
             2010 05 10,0.12532
             2010 05 10,0.02203
             2010 05 10,0.0223
             2010 05 07,0.04119
             2010 05 08,0.22472
             2010 05 08,0.03853
             2010 05 07,0.05503
             2010 05 07,0.0305
             2010 05 06,0.032
             2010 05 06,0.0252
             2010 05 06,0.02121
             2010 05 06,0.01847
             2010 05 05,0.00182
             2010 05 04,0.03012
             2010 05 03,0.10673
             2010 05 04,0.00378
             2010 04 23,0.03073
             2010 04 25,0.11758
             2010 04 25,0.00897
             2010 04 25,0.08979
             2010 04 20,0.00171
             2010 04 20,0.00197
             2010 04 20,0.06574
             2010 04 13,0.29832
             2010 04 12,0.59859
             2010 04 11,0.01795
             2010 04 15,0.01746
             2010 04 15,0.05775
             2010 04 14,0.0378
             2010 04 14,0.01206
             2010 04 14,0.12296
             2010 04 09,0.43896
             2010 04 12,0.00019
             2010 04 11,0.06202
             2010 04 11,0.01709
             2010 04 11,0.194
             2010 04 02,0.39864
             2010 04 09,0.01341
             2010 04 09,0.02807
             2010 04 09,0.01381
             2010 04 08,0.00216
             2010 04 08,0.06438
             2010 04 05,0.10169
             2010 04 05,0.01082
             2010 04 07,0.02838
             2010 04 07,0.04376
             2010 04 07,0.00098
             2010 04 05,0.00663
             2010 04 05,0.09573
             2010 04 05,0.08603
             2010 04 05,0.00682
             2010 04 05,0.00463
             2010 04 04,0.04824
             2010 03 31,0.03541
             2010 03 28,0.2991
             2010 03 20,0.03756
             2010 03 21,0.01134
             2010 03 21,0.01383
             2010 03 21,0.00171
             2010 03 21,0.00277
             2010 03 20,0.00139
             2010 03 20,0.01468
             2010 03 19,0.00232
             2010 03 19,0.05502
             2010 03 18,0.00278
             2010 03 18,0.43628
             2010 03 18,0.0135
             2010 03 18,0.00506
             2010 03 17,0.14079
             2010 03 16,0.05547
             2010 03 13,0.16003
             2010 03 13,0.02675
             2010 03 12,0.02256
             2010 03 13,0.02279
             2010 03 15,0.0163
             2010 03 14,0.07638
             2010 03 14,0.09682
             2010 03 13,0.00441
             2010 03 13,0.00651
             2010 03 10,0.10736
             2010 03 09,0.00356
             2010 02 19,0.14406
             2010 02 19,0.00858
             2010 02 20,0.33172
             2010 02 20,0.36603
             2010 02 16,0.2592
             2010 02 20,0.00328
             2010 02 19,0.06875
             2010 02 18,0.00752
             2010 02 17,0.00243
             2010 02 17,0.00216
             2010 02 16,0.01711
             2010 02 16,0.03293
             2010 02 16,0.01834
             2010 02 16,0.45346
             2010 02 14,0.06158
             2010 02 13,0.09771
             2010 02 15,0.05426
             2010 02 15,0.0113
             2010 02 11,0.07981
             2010 02 09,0.04395
             2010 02 05,0.13972
             2010 02 15,0.02844
             2010 02 15,0.02795
             2010 02 15,0.02509
             2010 02 15,0.00156
             2010 02 15,0.00548
             2010 02 15,0.01487
             2010 02 14,0.00468
             2010 02 14,0.0622
             2010 02 14,0.0321
             2010 02 13,0.05453
             2010 02 13,0.00352
             2010 02 13,0.00567
             2010 02 09,0.06345
             2010 02 09,0.0664
             2010 02 01,0.0228
             2010 02 09,0.04681
             2010 02 09,0.05128
             2010 02 09,0.01396
             2010 02 06,0.04378
             2010 02 05,0.00007
             2010 01 25,0.01618
             2010 01 21,0.01239
             2010 01 18,0.06167
             2010 01 16,0.0149
             2010 01 15,0.00746
             2010 01 12,0.03366
             2010 01 12,0.00177
             2010 01 10,0.0007
             2010 01 10,0.00726
             2010 01 10,0.04324
             2010 01 10,0.00729
             2010 01 08,0.01056
             2010 01 08,0.00487
             2010 01 08,0.01389
             2010 01 08,0.04902
             2010 01 08,0.04004
             2010 01 07,0.16616
             2010 01 07,0.0667
             2010 01 07,0.01526
             2010 01 07,0.02783
             2010 01 06,0.26108
             2010 01 07,0.00295
             2010 01 06,0.07194
             2009 12 20,0.07892
             2009 12 19,0.09396
             2009 12 19,0.0026
             2009 12 18,0.09868
             2009 12 15,0.03512
             2009 12 15,0.02693
             2009 12 15,0.01338
             2009 12 13,0.00206
             2009 12 13,0.01467
             2009 12 13,0.014
             2009 12 12,0.01756
             2009 12 11,0.07819
             2009 12 11,0.06692
             2009 12 11,0.00092
             2009 12 10,0.18292
             2009 12 09,0.02295
             2009 12 06,0.19658
             2009 11 26,0.00684
             2009 11 26,0.03951
             2009 11 25,0.00613
             2009 11 25,0.07673
             2009 11 25,0.01203
             2009 11 25,0.01128
             2009 11 24,0.04277
             2009 11 23,0.03691
             2009 11 23,0.03254
             2009 11 24,0.01841
             2009 11 23,0.01604
             2009 11 23,0.02876
             2009 11 23,0.00162
             2009 11 23,0.00668
             2009 11 22,0.00229
             2009 11 22,0.02888
             2009 11 22,0.08052
             2009 11 23,0.00088
             2009 11 22,0.00522
             2009 11 21,0.00976
             2009 11 21,0.00437
             2009 11 21,0.20245
             2009 11 20,0.07422
             2009 11 20,0.01357
             2009 11 19,0.10272
             2009 11 19,0.007
             2009 11 19,0.00147
             2009 11 19,0.01861
             2009 11 19,0.01605
             2009 11 19,0.01392
             2009 11 18,0.00083
             2009 11 18,0.0042
             2009 11 18,0.05852
             2009 11 17,0.09313
             2009 11 19,0.00093
             2009 11 17,0.00114
             2009 11 17,0.00731
             2009 11 16,0.08875
             2009 11 16,0.16539
             2009 11 16,0.01351
             2009 11 16,0.06876
             2009 11 15,0.01568
             2009 11 15,0.03423
             2009 11 15,0.01744
             2009 11 10,0.00713
             2009 11 11,0.0334
             2009 11 11,0.01883
             2009 11 09,0.18528
             2009 11 10,0.03409
             2009 11 10,0.01041
             2009 11 09,0.06623
             2009 11 10,0.00067
             2009 11 09,0.11402
             2009 11 09,0.00776
             2009 11 08,0.02043
             2009 11 09,0.00587
             2009 11 09,0.02777
             2009 11 08,0.00969
             2009 11 08,0.03667
             2009 11 08,0.01306
             2009 11 06,0.07588
             2009 11 06,0.00105
             2009 10 27,0.07255
             2009 10 27,0.02353
             2009 10 27,0.00313
             2009 10 26,0.02064
             2009 10 25,0.00631
             2009 10 25,0.01113
             2009 10 24,0.15981
             2009 10 24,0.13727
             2009 10 24,0.0263
             2009 10 24,0.03859
             2009 10 24,0.01636
             2009 10 22,0.03792
             2009 10 22,0.01074
             2009 10 20,0.01269
             2009 10 18,0.08453
             2009 10 18,0.0378
             2009 10 18,0.00324
             2009 10 18,0.07235
             2009 10 17,0.00697
             2009 10 17,0.05518
             2009 10 16,0.00266
             2009 10 17,0.01811
             2009 10 16,0.17545
             2009 10 16,0.12789
             2009 10 16,0.01309
             2009 10 16,0.00677
             2009 10 16,0.00539
             2009 10 16,0.01877
             2009 10 09,0.00018
             2009 10 14,0.01379
             2009 10 15,0.24345
             2009 10 15,0.00467
             2009 10 15,0.00267
             2009 10 15,0.00134
             2009 10 14,0.00942
             2009 10 14,0.01108
             2009 10 14,0.05415
             2009 10 14,0.01236
             2009 10 14,0.02502
             2009 10 10,0.07988
             2009 10 10,0.00153
             2009 10 09,0.02248
             2009 10 09,0.0183
             2009 10 09,0.00202
             2009 10 07,0.02479
             2009 10 02,0.0003
             2009 09 28,0.05804
             2009 09 28,0.0468
             2009 09 28,0.06058
             2009 09 27,0.01101
             2009 09 27,0.10064
             2009 09 27,0.0048
             2009 09 26,0.04179
             2009 09 26,0.04328
             2009 09 26,0.00215
             2009 09 26,0.04417
             2009 09 26,0.04991
             2009 09 25,0.21181
             2009 09 25,0.05199
             2009 09 25,0.00014
             2009 09 24,0.01264
             2009 09 24,0.03081
             2009 09 24,0.00261
             2009 09 23,0.09842
             2009 09 16,0.00968
             2009 09 21,0.02684
             2009 09 21,0.04408
             2009 09 20,0.01701
             2009 09 19,0.00856
             2009 09 18,0.06892
             2009 09 18,0.15235
             2009 09 18,0.16751
             2009 09 18,0.07396
             2009 09 18,0.01797
             2009 09 18,0.00357
             2009 09 17,0.02466
             2009 09 17,0.0374
             2009 09 17,0.1072
             2009 09 17,0.26127
             2009 09 17,0.01154
             2009 09 17,0.03148
             2009 09 17,0.01936
             2009 09 16,0.00032
             2009 09 16,0.0258
             2009 09 14,0.04489
             2009 09 13,0.00444
             2009 09 13,0.01005
             2009 09 12,0.0207
             2009 09 12,0.00913
             2009 09 11,0.0026
             2009 09 10,0.01965
             2009 08 30,0.0753
             2009 08 29,0.26249
             2009 08 29,0.00446
             2009 08 27,0.13061
             2009 08 26,0.00748
             2009 08 26,0.02634
             2009 08 21,0.00446
             2009 08 20,0.02871
             2009 08 19,0.0092
             2009 08 18,0.11648
             2009 08 18,0.01801
             2009 08 17,0.04304
             2009 08 17,0.00013
             2009 08 15,0.01015
             2009 08 15,0.04555
             2009 08 15,0.05398
             2009 08 14,0.0217
             2009 07 29,0.07316
             2009 07 28,0.03647
             2009 07 25,0.15082
             2009 07 17,0.04181
             2009 07 17,0.00561
             2009 07 13,0.07327
             2009 06 24,0.09073
             2009 06 21,0.01167
             2009 06 19,0.00543
             2009 06 15,0.04261
             2009 06 15,0.16307
             2009 06 14,0.00492
             2009 06 11,0.0422
             2009 06 02,0.01763
             2009 06 01,0.00661
             2009 05 31,0.00131
             2009 05 30,0.01203
             2009 05 28,0.00884
             2009 05 23,0.03379
             2009 05 23,0.02682
             2009 05 18,0.03793
             2009 05 17,0.09289
             2009 05 17,0.01811
             2009 05 17,0.00023
             2009 05 12,0.10542
             2009 05 12,0.00063
             2009 05 12,0.00053
             2009 05 05,0.01784
             2009 05 05,0.07519
             2009 05 04,0.00013
             2009 05 04,0.01008
             2009 05 03,0.00817
             2009 05 03,0.03208
             2009 05 01,0.01725
             2009 04 30,0.06832
             2009 04 30,0.07353
             2009 04 29,0.08113
             2009 04 29,0.00192
             2009 04 27,0.05911
             2009 04 27,0.20481
             2009 04 27,0.00118
             2009 04 27,0.21605
             2009 04 27,0.00083
             2009 04 25,0.02825
             2009 04 25,0.26916
             2009 04 23,0.0527
             2009 04 22,0.19959
             2009 04 22,0.00605
             2009 04 20,0.00798
             2009 04 21,0.00241
             2009 04 20,0.00963
             2009 04 20,0.01391
             2009 04 20,0.04336
             2009 04 20,0.04648
             2009 04 19,0.03328
             2009 04 18,0.10604
             2009 04 18,0.02721
             2009 04 17,0.07394
             2009 04 17,0.07261
             2009 04 17,0.01006
             2009 03 31,0.05326
             2009 03 29,0.08002
             2009 03 29,0.03056
             2009 03 29,0.00694
             2009 03 29,0.00156
             2009 03 28,0.00945
             2009 03 28,0.00953
             2009 03 27,0.00484
             2009 03 25,0.08193
             2009 03 25,0.10163
             2009 03 24,0.19599
             2009 03 23,0.0116
             2009 03 21,0.0095
             2009 03 21,0.3749
             2009 03 21,0.02439
             2009 03 19,0.00506
             2009 03 19,0.04257
             2009 03 19,0.00656
             2009 03 19,0.00687
             2009 03 19,0.17134
             2009 03 19,0.03682
             2009 03 18,0.05487
             2009 03 17,0.12962
             2009 03 17,0.00722
             2009 03 17,0.01033
             2009 03 17,0.00015
             2009 03 17,0.00083
             2009 03 17,0.00008
             2009 03 16,0.00045
             2009 03 16,0.01505
             2009 03 16,0.0013
             2009 03 15,0.0053
             2009 03 15,0.08559
             2009 03 15,0.19593
             2009 03 05,0.01453
             2009 03 03,0.00019
             2009 03 03,0.00043
             2009 03 03,0.03821
             2009 03 02,0.09289
             2009 03 02,0.01127
             2009 03 02,0.00217
             2009 03 02,0.03038
             2009 03 02,0.00201
             2009 03 02,0.02883
             2009 03 01,0.31844
             2009 03 01,0.01471
             2009 02 22,0.00264
             2009 02 28,0.02099
             2009 02 25,0.00724
             2009 02 27,0.00074
             2009 02 27,0.00838
             2009 02 27,0.01914
             2009 02 27,0.00153
             2009 02 27,0.01601
             2009 02 26,0.00744
             2009 02 26,0.08267
             2009 02 26,0.0045
             2009 02 25,0.01916
             2009 02 24,0.14909
             2009 02 22,0.04099
             2009 02 22,0.11298
             2009 02 22,0.00467
             2009 02 21,0.01703
             2009 02 21,0.03766
             2009 02 20,0.10115
             2009 02 20,0.07869
             2009 02 20,0.0067
             2009 02 20,0.00917
             2009 02 19,0.00063
             2009 02 19,0.03863
             2009 02 19,0.03947
             2009 02 17,0.00944
             2009 02 14,0.10291
             2009 02 14,0.25041
             2009 02 14,0.06694
             2009 02 04,0.0789
             2009 02 04,0.08975
             2009 02 03,0.05441
             2009 02 03,0.09811
             2009 02 04,0.01695
             2009 02 04,0.0014
             2009 02 03,0.18386
             2009 02 03,0.00028
             2009 02 03,0.03256
             2009 02 03,0.07472
             2009 02 02,0.01186
             2009 02 02,0.05836
             2009 02 02,0.04094
             2009 02 02,0.02262
             2009 02 02,0.02327
             2009 02 01,0.08198
             2009 02 01,0.14575
             2009 01 31,0.00769
             2009 01 31,0.00394
             2009 01 31,0.03142
             2009 01 31,0.02595
             2009 01 30,0.08401
             2009 01 29,0.00634
             2009 01 29,0.00194
             2009 01 29,0.01352
             2009 01 28,0.01282
             2009 01 28,0.01488
             2009 01 28,0.00058
             2009 01 27,0.06416
             2009 01 26,0.00409
             2009 01 26,0.03751
             2009 01 25,0.04329
             2009 01 25,0.0276
             2009 01 21,0.06912
             2009 01 20,0.00425
             2009 01 20,0.00408
             2009 01 20,0.06313
             2009 01 20,0.00174
             2009 01 20,0.00414
             2009 01 20,0.01641
             2009 01 18,0.00697
             2009 01 18,0.02514
             2009 01 17,0.19486
             2009 01 16,0.00912
             2009 01 16,0.00754
             2009 01 16,0.00059
             2009 01 16,0.04957
             2009 01 16,0.219
             2009 01 15,0.2716
             2009 01 15,0.0558
             2009 01 15,0.02831
             2009 01 15,0.01327
             2009 01 01,0.0112
             2009 01 01,0.08685
             2008 12 31,0.09332
             2008 12 31,0.05078
             2008 12 31,0.00553
             2008 12 31,0.1648
             2008 12 31,0.00205
             2008 12 31,0.008
             2008 12 31,0.00237
             2008 12 31,0.04903
             2008 12 30,0.05758
             2008 12 30,0.00235
             2008 12 30,0.01696
             2008 12 30,0.09276
             2008 12 29,0.12276
             2008 12 28,0.00055
             2008 12 29,0.05913
             2008 12 29,0.04075
             2008 12 22,0.05855
             2008 12 22,0.00374
             2008 12 21,0.01853
             2008 12 21,0.00057
             2008 12 21,0.00661
             2008 12 21,0.0102
             2008 12 20,0.08944
             2008 12 19,0.00397
             2008 12 16,0.43492
             2008 12 06,0.03912
             2008 12 06,0.0059
             2008 12 05,0.0046
             2008 12 04,0.00549
             2008 12 04,0.01011
             2008 12 04,0.00169
             2008 12 03,0.00534
             2008 12 03,0.04623
             2008 12 02,0.03177
             2008 12 02,0.00057
             2008 12 01,0.01652
             2008 11 30,0.00018
             2008 11 30,0.02451
             2008 11 30,0.01726
             2008 11 30,0.00338
             2008 11 30,0.04089
             2008 11 29,0.00134
             2008 11 23,0.14709
             2008 11 22,0.00814
             2008 11 24,0.01291
             2008 11 24,0.00805
             2008 11 21,0.02069
             2008 11 23,0.16185
             2008 11 22,0.05278
             2008 11 21,0.14407
             2008 11 21,0.1167
             2008 11 21,0.01203
             2008 11 21,0.05299
             2008 11 21,0.00442
             2008 11 20,0.00156
             2008 11 20,0.05048
             2008 11 20,0.03856
             2008 11 20,0.00239
             2008 11 20,0.04841
             2008 11 19,0.04282
             2008 11 18,0.08325
             2008 11 18,0.00878
             2008 11 18,0.00553
             2008 11 09,0.00203
             2008 11 07,0.18469
             2008 11 06,0.00019
             2008 11 06,0.011
             2008 11 02,0.00664
             2008 11 03,0.02074
             2008 11 03,0.00046
             2008 11 02,0.00143
             2008 11 02,0.02177
             2008 11 02,0.17109
             2008 11 01,0.05747
             2008 11 01,0.04571
             2008 11 01,0.00577
             2008 10 31,0.00319
             2008 10 29,0.00033
             2008 10 31,0.03954
             2008 10 31,0.00701
             2008 10 31,0.01701
             2008 10 30,0.01189
             2008 10 30,0.00051
             2008 10 29,0.0427
             2008 10 28,0.02704
             2008 10 28,0.12896
             2008 10 28,0.02118
             2008 10 28,0.11579
             2008 10 26,0.23565
             2008 10 26,0.00861
             2008 10 26,0.01149
             2008 10 26,0.0009
             2008 10 26,0.07639
             2008 10 24,0.13656
             2008 10 23,0.02282
             2008 10 23,0.00334
             2008 10 22,0.02132
             2008 10 22,0.07927
             2008 10 22,0.00085
             2008 10 22,0.0091
             2008 10 21,0.00001
             2008 10 20,0.01977
             2008 10 20,0.17073
             2008 10 20,0.06286
             2008 10 10,0.11348
             2008 10 09,0.00671
             2008 10 09,0.00025
             2008 10 09,0.01801
             2008 10 09,0.0788
             2008 10 09,0.13778
             2008 10 09,0.0282
             2008 10 09,0.0577
             2008 10 08,0.00519
             2008 10 08,0.0591
             2008 10 08,0.01674
             2008 10 08,0.00173
             2008 10 07,0.0157
             2008 10 06,0.01232
             2008 10 06,0.02049
             2008 10 06,0.00001
             2008 10 03,0.01818
             2008 10 02,0.05151
             2008 10 01,0.00582
             2008 10 01,0.04036
             2008 10 01,0.00009
             2008 10 01,0.02475
             2008 10 01,0.00344
             2008 09 30,0.02694
             2008 09 30,0.02522
             2008 09 29,0.06207
             2008 09 29,0.04219
             2008 09 29,0.00944
             2008 09 29,0.01014
             2008 09 26,0.02587
             2008 09 25,0.10502
             2008 09 25,0.01841
             2008 09 24,0.00157
             2008 09 23,0.14561
             2008 09 22,0.00318
             2008 09 23,0.02964
             2008 09 19,0.20477
             2008 09 19,0.03414
             2008 09 20,0.00482
             2008 09 07,0.00897
             2008 09 09,0.17563
             2008 09 07,0.07308
             2008 09 06,0.0086
             2008 09 06,0.10054
             2008 09 06,0.0554
             2008 09 04,0.07123
             2008 09 02,0.0439
             2008 09 02,0.00678
             2008 09 02,0.03544
             2008 08 26,0.01991
             2008 08 27,0.03536
             2008 08 27,0.00684
             2008 08 19,0.05341
             2008 08 11,0.06551
             2008 08 08,0.00504
             2008 08 06,0.00892
             2008 08 06,0.163
             2008 08 05,0.00467
             2008 08 03,0.00124
             2008 08 03,0.16984
             2008 08 03,0.00781
             2008 07 31,0.04216
             2008 07 31,0.0283
             2008 07 30,0.06889
             2008 07 30,0.05006
             2008 07 30,0.00102
             2008 07 30,0.01088
             2008 07 28,0.03571
             2008 07 26,0.02229
             2008 07 26,0.01515
             2008 07 14,0.01556
             2008 07 14,0.03708
             2008 06 30,0.02253
             2008 06 30,0.0015
             2008 06 15,0.02683
             2008 06 14,0.10354
             2008 06 03,0.02196
             2008 06 01,0.0048
             2008 06 01,0.00063
             2008 05 30,0.00071
             2008 05 29,0.0223
             2008 05 29,0.12791
             2008 05 29,0.01898
             2008 05 29,0.08376
             2008 05 29,0.03109
             2008 05 28,0.15277
             2008 05 28,0.00087
             2008 05 27,0.00095
             2008 05 14,0.17753
             2008 05 13,0.02242
             2008 05 10,0.0016
             2008 05 11,0.00051
             2008 05 10,0.16366
             2008 05 08,0.07618
             2008 05 01,0.14249
             2008 05 07,0.07536
             2008 05 05,0.16557
             2008 05 05,0.00091
             2008 05 03,0.02135
             2008 05 02,0.00688
             2008 05 02,0.13892
             2008 05 01,0.159
             2008 05 01,0.0488
             2008 05 01,0.00625
             2008 04 30,0.00041
             2008 04 30,0.00299
             2008 04 29,0.00614
             2008 04 29,0.05394
             2008 04 28,0.1141
             2008 04 27,0.17568
             2008 04 27,0.00669
             2008 04 27,0.3419
             2008 04 26,0.21133
             2008 04 26,0.11937
             2008 04 26,0.01606
             2008 04 24,0.0017
             2008 04 24,0.02371
             2008 04 14,0.00472
             2008 04 15,0.09478
             2008 04 14,0.06077
             2008 04 14,0.00028
             2008 04 14,0.0426
             2008 04 13,0.00149
             2008 04 12,0.00257
             2008 04 11,0.01127
             2008 04 11,0.25023
             2008 04 09,0.00849
             2008 04 08,0.10951
             2008 04 08,0.01433
             2008 04 07,0.24967
             2008 04 03,0.00808
             2008 04 06,0.00098
             2008 04 06,0.01782
             2008 04 06,0.05703
             2008 04 05,0.00052
             2008 04 03,0.05158
             2008 04 03,0.01653
             2008 04 03,0.02599
             2008 04 01,0.02285
             2008 04 01,0.14622
             2008 04 01,0.19978
             2008 04 01,0.11826
             2008 03 31,0.00808
             2008 03 30,0.03632
             2008 03 28,0.02066
             2008 03 28,0.0039
             2008 03 28,0.00698
             2008 03 28,0.1797
             2008 03 28,0.03022
             2008 03 27,0.00396
             2008 03 27,0.07271
             2008 03 27,0.06655
             2008 03 27,0.00073
             2008 03 27,0.01584
             2008 03 27,0.27525
             2008 03 23,0.00311
             2008 03 14,0.11317
             2008 03 14,0.00385
             2008 03 14,0.01006
             2008 03 14,0.00209
             2008 03 13,0.07693
             2008 03 13,0.0412
             2008 03 13,0.01142
             2008 03 13,0.00782
             2008 03 13,0.00355
             2008 03 13,0.29948
             2008 03 13,0.04398
             2008 03 12,0.00142
             2008 03 12,0.0137
             2008 03 12,0.01378
             2008 03 11,0.01349
             2008 03 11,0.05049
             2008 03 08,0.00071
             2008 03 06,0.00088
             2008 03 05,0.00449
             2008 03 05,0.0222
             2008 03 11,0.00357
             2008 03 11,0.00044
             2008 03 10,0.00516
             2008 03 09,0.01415
             2008 03 08,0.05078
             2008 03 08,0.04649
             2008 03 06,0.00138
             2008 03 08,0.00599
             2008 03 07,0.00033
             2008 03 06,0.05695
             2008 03 06,0.01836
